"","locationID","locationName","locationType","LongitudeMeasure","LatitudeMeasure"
"938","UT0020419","MOAB CITY CORPORATION","POTW",-109.581535,38.579427
"939","UTR375665","MOAB HOODOO HOTEL","NON-POTW",-109.55269,38.57389
"940","UTR010522","MOAB HOT PLANT","NON-POTW",-109.455833,38.487222
"941","UTG170010","MOAB MOSQUITO ABATEMENT DISTRICT","NON-POTW",-109.53099,38.56503
"942","UTR281461","MOAB PIT AND ASPHALT PLANT","NON-POTW",-109.52286,38.553929
"943","UTR350763","MOAB REGIONAL HOSPITAL & MEDICAL CENTER","NON-POTW",-109.56018,38.5743
"944","UTR010521","MOAB SCREENING PLANT","NON-POTW",-109.451389,38.4825
"945","UTR359187","MOAB UMTRA PROJECT AT CRESCENT JUNCTION","FEDERAL",-109.457308,38.48767
"946","UTG070962","MOAB WATER RECLAMATION FACILITY","NON-POTW",-109.57132,38.57934
"947","UTR389925","MOAB WINGATE","NON-POTW",-109.53403,38.55426
"948","UTR390815","MOAB WORLDMARK","NON-POTW",-109.52286,38.553929
"949","UTL020419","MOAB-CITY","NON-POTW",-109.54796,38.57327
"950","UTR379421","MOENAVE","NON-POTW",-111.959056,40.59676
"951","UTR267895","MOM BRANDS","NON-POTW",-112.00576,40.73442
"952","UTR272913","MOM BRANDS","NON-POTW",-112.181545,41.728578
"953","UTR271419","MONA PIT AND BATCH PLANT","NON-POTW",-111.821333,39.851074
"954","UT0025950","MONA WASTEWATER TREATMENT PLANT","POTW",-111.791682,39.984445
"955","UTL025950","MONA WASTEWATER TREATMENT PLANT","NON-POTW",-111.791682,39.984445
"956","UTR000760","MONDI BAGS USA, LLC","NON-POTW",-111.91744,40.71946
"957","UTR372379","MONDI BAGS USA, LLC","NON-POTW",-111.91744,40.71946
"958","UTR000050","MONROC INC.","NON-POTW",-111.91602,40.80437
"959","UTR000051","MONROC INC.","NON-POTW",-111.460888,40.685993
"960","UTR000272","MONTANA BRAND PRODUCE CO., INC.","NON-POTW",-111.9114,40.80071
"961","UTR000693","MONTEZUMA CREEK BUS YARD","NON-POTW",-109.311107,37.266183
"962","UTR000854","MONTGOMERY RECYCLING, INC","NON-POTW",-109.500358,40.439349
"963","UT0024503","MONTICELLO CITY","POTW",-109.309,37.8583
"964","UTR361641","MONTICELLO ELEMENTARY SCHOOL","NON-POTW",-109.34649,37.86833
"965","UTR285017","MONUMENT WASTE SERVICES, LLC","NON-POTW",-109.513529,38.538506
"966","UTR000032","MOORE BUSINESS FORMS & SYSTEMS DIV.","NON-POTW",-113.58972,37.10138
"967","UTR000213","MOORE WALLACE NORTH AMERICA","NON-POTW",-111.85211,41.75047
"968","UTR000876","MORGAN AGGREGATE FACILITY","NON-POTW",-111.667648,41.044856
"969","UT0020893","MORGAN CITY CORPORATION","POTW",-111.67815,41.03581
"970","UTR385327","MORGAN CITY WWTF PHASE 1 IMPROVEMENTS","NON-POTW",-111.69162,41.05473
"971","UTG170058","MORGAN COUNTY WEED","NON-POTW",-111.6798,41.04533
"972","UTR384265","MORGAN HIGH SCHOOL ADDITION & REMODEL","NON-POTW",-111.6746,41.038119
"973","UTR260741","MORGAN INDUSTRIES INC","NON-POTW",-112.02609,41.10461
"974","UTR270983","MORGRO, INC","NON-POTW",-111.894403,40.682184
"975","UTL020222","MORONI FEED","NON-POTW",-111.594833,39.519368
"976","UT0000523","MORTON SALT INC","NON-POTW",-112.509958,40.70883
"977","UTG170033","MOSQUITO ABATEMENT DIST-DAVIS","NON-POTW",-111.94949,41.03626
"978","UTR000454","MOTOR CARGO","NON-POTW",-111.933883,40.839632
"979","UTR000875","MOUNT CARMEL","NON-POTW",-112.674444,37.236944
"980","UTR000975","MOUNT NEBO CRUSHING FACILITY","NON-POTW",-111.895605,40.661608
"981","UTR369017","MOUNTAIN GATE ESTATES PHASE 2B","NON-POTW",-111.80064,41.80906
"982","UTR374935","MOUNTAIN GATE PHASE 3","NON-POTW",-111.799817,41.810465
"983","UTR000247","MOUNTAIN LAKE CREAMERY INC.","NON-POTW",-111.92056,40.8512
"984","UTR376491","MOUNTAIN RIDGE 4","NON-POTW",-111.797238,40.393591
"985","UTR371539","MOUNTAIN RIDGE PHASE 3","NON-POTW",-111.797238,40.393591
"986","UTR378219","MOUNTAIN VALLEY RV","NON-POTW",-111.401539,40.48139
"987","UTR268649","MOUNTAIN VALLEY STONE, INC","NON-POTW",-111.40863,40.71431
"988","UTR333910","MOUNTAIN VIEW CORRIDOR 2100 NORTH","NON-POTW",-111.866904,40.413797
"989","UTR000533","MOUNTAIN VIEW LANDFILL","NON-POTW",-112.05832,40.74024
"990","UT0024732","MT GREEN SEWER TREATMENT PLANT","POTW",-111.80866,41.14242
"991","UTG170077","MT. PLEASANT CITY","NON-POTW",-111.45759,39.54676
"992","UTR368197","MUHLESTEIN MEADOWS","NON-POTW",-111.670667,40.091944
"993","UTR388449","MUIRHOUSE","NON-POTW",-111.98243,40.66757
"994","UTG070572","MURPHY OIL","NON-POTW",-111.76454,40.36911
"995","UTG580067","MURRAY CITY CORPORATION","NON-POTW",-111.905663,40.671433
"996","UTR000963","MURRAY CITY PUBLIC SERVICES","NON-POTW",-111.905663,40.671433
"997","UTR378723","MURRAY COVE PHASE 2","NON-POTW",-111.919871,40.65612
"998","AZR10I033","NA-10-Z16 NAVAJO MOUNTAIN SEWER SYSTEMS UPGRADE","NON-POTW",-110.7566,37.0565
"999","AZR10I04M","NA-15-T51/XG5 RED MESA NORTH WATERLINE EAST RIVER EXTENSION","NON-POTW",-109.430938,37.115946
"1000","UTR000418","NAPLES TRUCK CO","NON-POTW",-109.499745,40.445944
"1001","UTR001002","NATCO VERNAL BRANCH","NON-POTW",-109.50868,40.45387
"1002","UTG170060","NATIONAL PARK SERVICE, SE UTAH GROUP","FEDERAL",-109.510324,38.538146
"1003","UTR000214","NATIONAL SEMICONDUCTOR CORPORATION","NON-POTW",-111.96951,40.58775
"1004","AZR10I02W","NAVAJO MOUNTAIN RAINBOW CITY WATER (Q79)","NON-POTW",-110.7657,37.062
"1005","UTR332264","NAYLOR FARMS","NON-POTW",-111.986427,40.585116
"1006","UTR266009","NELSON  SCRAP METAL","NON-POTW",-111.98326,40.75622
"1007","UTR000208","NELSON & SONS INC","NON-POTW",-111.89402,40.66742
"1008","UT0023001","NEOLA TOWN WATER & SEWER ASSOC","POTW",-110.025734,40.408287
"1009","UTR382235","NEOLA WATER IMPROVEMENTS PHASE 2","NON-POTW",-110.03077,40.428448
"1010","UTR372145","NEPHI AIRPORT","NON-POTW",-111.866108,39.734775
"1011","UTR000215","NEPHI RUBBER PRODUCTS","NON-POTW",-111.83929,39.72523
"1012","UTR270105","NESTLE FOODS","NON-POTW",-111.62475,40.19075
"1013","UTR334561","NEW HOME","NON-POTW",-111.62138,40.15802
"1014","UTR349262","NEW HOME","NON-POTW",-111.62206,40.15891
"1015","UTG070885","NEW MAVERICKS","NON-POTW",-112.000918,41.17811
"1016","UTR271717","NEW PRIME, INC","NON-POTW",-111.98112,40.7515
"1017","UTG170021","NEW STATE INC. DUCK CLUB","NON-POTW",-111.9301,40.88572
"1018","UTR000387","NEWBY HOLT OIL CO INC","NON-POTW",-112.083754,38.772246
"1019","UTR000455","NEWBY HOLT OIL CO. INC.","NON-POTW",-113.55533,37.12134
"1020","UTR000386","NEWBY HOLT OIL CO. INC.","NON-POTW",-113.55533,37.12134
"1021","UTR090037","NIBLEY CITY CORPORATION","NON-POTW",-111.840776,41.669932
"1022","UTR010513","NIBLEY WASH PLANT","NON-POTW",-111.828889,41.650833
"1023","UTR000681","NIELSON CONSTRUCTION","NON-POTW",-111.006556,39.354968
"1024","UTR001035","NIELSON CONSTRUCTION CONCRETE PLANT","NON-POTW",-110.734249,39.531298
"1025","UTR000882","NIELSON CONSTRUCTION EMMA PARK PIT","NON-POTW",-111.719678,40.339644
"1026","UTR273677","NIELSON CONSTRUCTION GOODRICH PIT","NON-POTW",-109.857778,40.205833
"1027","UTR274647","NIELSON CONSTRUCTION GREEN RIVER BLM PIT","NON-POTW",-110.161832,38.995443
"1028","UTR103463","NINIGRET","NON-POTW",-111.97209,40.73856
"1029","UTR280459","NIXON SMITHFIELD GRAVEL PIT","NON-POTW",-111.82557,41.85067
"1030","UTG070954","NO. OGDEN NO0001 AND FL22 TAP LINE","NON-POTW",-111.974813,41.311608
"1031","UTG080102","NOO SUN 1 DAIRY","NON-POTW",-112.158576,41.544733
"1032","UTG080107","NOO SUN DAIRY","NON-POTW",-112.197519,41.555987
"1033","UTG080103","NOO SUN DAIRY","NON-POTW",-112.168312,41.546721
"1034","UTR340091","NORMAN RESIDENCE","NON-POTW",-111.62489,40.16911
"1035","UTR000640","NORTH AMERICA PACKAGING CORPORATION","NON-POTW",-113.09508,37.69477
"1036","UT0021741","NORTH DAVIS SEWER DIST","POTW",-112.109138,41.084377
"1037","UTL021741","NORTH DAVIS SEWER DISTRICT","NON-POTW",-112.109138,41.084377
"1038","UTG640050","NORTH EMERY WATER USERS SPECIAL SERVICE DISTRICT","NON-POTW",-111.084395,39.384314
"1039","UTG640022","NORTH LOGAN CITY","NON-POTW",-111.80454,41.76887
"1040","UTR090032","NORTH LOGAN CITY","NON-POTW",-111.80454,41.76887
"1041","UTR090058","NORTH OGDEN CITY CORPORATION","NON-POTW",-111.96504,41.30585
"1042","UTR000907","NORTH OGDEN PUBLIC WORKS","NON-POTW",-111.97078,41.307768
"1043","UTR000098","NORTH PARK TRANSPORTATION","NON-POTW",-111.9677,40.73956
"1044","UTG170007","NORTH POINT FUR & RECLAMATION","NON-POTW",-111.99789,40.5768
"1045","UTR274527","NORTH PRIVATE LEASE","NON-POTW",-112.46889,37.420278
"1046","UTR260263","NORTH SALT LAKE BATCH PLANT","NON-POTW",-111.92293,40.81676
"1047","UTR109005","NORTHGATE HOTEL & SUITES","NON-POTW",-111.72317,40.31283
"1048","UTR369877","NORTHPORT VILLAGE PHASE 2 AND 3","NON-POTW",-112.30172,40.64702
"1049","UTR333810","NORTHROP GRUMMAN BUILDING ADDITION","NON-POTW",-111.95422,40.77149
"1050","UTR385521","NORTHSTAR RANCH","NON-POTW",-112.4778,40.58811
"1051","UTR000654","NORWESCO INC","NON-POTW",-112.32964,40.5279
"1052","UTR000764","NOV INTELLISERV.","NON-POTW",-111.62791,40.20083
"1053","UTR000225","NOWCAM SERVICES","NON-POTW",-109.519332,40.44869
"1054","UTR000090","NPSWSSD TRANSFER STATION","NON-POTW",-111.75989,40.33338
"1055","UT0025097","NRP JONES, LLC","NON-POTW",-111.83929,39.72523
"1056","UTR272221","NUCOR BUILDING SYSTEMS UT LLC","NON-POTW",-112.04891,41.52617
"1057","UT0023850","NUCOR CORPORATION NUCOR STEEL","NON-POTW",-112.1964,41.8825
"1058","UTR274003","NUCOR STEEL","NON-POTW",-112.1964,41.8825
"1059","UTL020061","OAKELY CITY","NON-POTW",-111.301026,40.70922
"1060","UTR373037","OAKLAWN PARK RESTROOM RECONSTRUCTION","NON-POTW",-111.94208,41.30271
"1061","UT0020061","OAKLEY - TOWN OF","POTW",-111.300498,40.709386
"1062","UTR383063","OCOTILLO SPRINGS","NON-POTW",-113.66989,37.15366
"1063","UTG070924","OFF TEST LINE DIG","NON-POTW",-111.8365,40.740048
"1064","UTR000812","OFFSHORE MARINA, INC.","NON-POTW",-110.717368,37.633323
"1065","UTR090020","OGDEN CITY","NON-POTW",-111.980469,41.212277
"1066","UTR000877","OGDEN CITY PUBLIC WORK MAINTENANCE FACILITY","NON-POTW",-111.980469,41.212277
"1067","UTG640020","OGDEN CITY WTP","NON-POTW",-111.855042,41.253789
"1068","UTR000239","OGDEN DIVISION UTAH TRANSIT AUTHORITY","NON-POTW",-111.980775,41.236888
"1069","UTR305302","OGDEN NORTH WATER TANKS","NON-POTW",-111.93575,41.2483
"1070","UTR263977","OGDEN RECYCLING","NON-POTW",-112.01075,41.20513
"1071","UTR000495","OGDEN USARC #1ECS #37","NON-POTW",-112.008831,41.267167
"1072","UTR000393","OGDEN VMF","NON-POTW",-111.98559,41.19587
"1073","UTR000397","OGEN AUX VMF","NON-POTW",-111.98559,41.19587
"1074","UTR000422","OK MINE","NON-POTW",-113.124405,38.488851
"1075","UTR321470","OKELBERRY TRUCKING","NON-POTW",-111.63456,40.19293
"1076","UTR270537","OLD DOMINION FREIGHT LINE, INC","NON-POTW",-111.9625,40.706389
"1077","UT0025577","OLDCASTLE PRECAST","NON-POTW",-111.997568,41.244498
"1078","UTR000531","OLDCASTLE PRECAST","NON-POTW",-111.978692,41.259515
"1079","UTR369505","OLYMPUS ORCHARD","NON-POTW",-111.791276,40.671288
"1080","UTG040007","OPERATOR WILD WEST--WILDCAT LOADOUT","NON-POTW",-110.916864,39.654403
"1081","UTR383351","OQUIRRH LAKE 10 & SOUTH JORDAN OQUIRRH LAKE STAKE","NON-POTW",-111.978584,40.555303
"1082","UTR106803","OQUIRRH MOUNTAINS UTAH TEMPLE","NON-POTW",-111.978584,40.555303
"1083","UTR279359","ORANGE STREET","NON-POTW",-111.943831,40.762732
"1084","UTG640031","ORANGEVILLE WTP","NON-POTW",-111.053308,39.22633
"1085","UTR340118","ORCHARD VIEW HEIGHTS","NON-POTW",-111.640403,40.099379
"1086","UTR384277","ORCHARDS EAST PLAT A11","NON-POTW",-111.668667,40.120409
"1087","UTL020915","OREM CITY CORPORATION","NON-POTW",-111.71747,40.31477
"1088","UT0020915","OREM CITY CORPORATION","POTW",-111.744234,40.276981
"1089","UTR259411","OREM GENEVA ROCK PRODUCTS, INC.","NON-POTW",-111.732335,40.304531
"1090","UTR389975","OREM INDUSTRIAL","NON-POTW",-111.725074,40.31184
"1091","UTR000395","OREM MAIN POST OFFICE","NON-POTW",-111.70113,40.29715
"1092","UTR001053","OTTO & SONS","NON-POTW",-112.010833,40.579722
"1093","UTR371441","OVERLAKE ESTATES","NON-POTW",-112.31255,40.56547
"1094","UTR001006","OWELL PRECAST PLANT","NON-POTW",-111.921602,40.456893
"1095","UTR263451","OWENS CORNING INSULATING SYSTEMS, LLC-NEPHI","NON-POTW",-111.84863,39.66979
"1096","UTR000720","OWENS CORNING, UTAH","NON-POTW",-111.995572,40.751116
"1097","UTR264017","PACIFICORP ENERGY - BLUNDELL GEOTHERMAL PLANT","NON-POTW",-112.97737,38.410985
"1098","UTR000081","PACIFICORP HUNTINGTON PLANT","NON-POTW",-111.079394,39.38149
"1099","UT0023604","PACIFICORP INTERWEST MINING COMPANY -DEER CREEK MINE","NON-POTW",-111.079394,39.38149
"1100","UT0022896","PACIFICORP INTERWEST MINING COMPANY-COTTONWOOD/WILBERG MINE","NON-POTW",-110.96459,39.32688
"1101","UTR000316","PACKAGING CORP OF AMERICA","NON-POTW",-112.0024,40.73631
"1102","UTR000485","PACKAGING CORPORATION OF AMERICA","NON-POTW",-111.9038,40.75849
"1103","UTR000979","PALLADON IRON MINE","NON-POTW",-113.359135,37.649142
"1104","UTR000678","PANGUITCH PIT","NON-POTW",-112.390734,37.767739
"1105","UTR000478","PANGUITCH PIT","NON-POTW",-112.390734,37.767739
"1106","UTR260899","PANQUITCH FACILITY","NON-POTW",-112.391091,37.767334
"1107","UTR000257","PAPOOSE LIMESTONE MINE","NON-POTW",-109.242333,38.224989
"1108","UTR000550","PARADIGM PACKAGING INC","NON-POTW",-111.95568,40.71915
"1109","UTR000871","PARIA","NON-POTW",-111.911389,37.113056
"1110","UTR000783","PARK CITY BATCH PLANT","NON-POTW",-111.458724,40.687609
"1111","UTR000653","PARK CITY CONSERVATION ASSOCIATION","NON-POTW",-111.50307,40.66084
"1112","UTR090075","PARK CITY CORPORATION","NON-POTW",-111.5,40.65
"1113","UTR368611","PARK CITY EXTRA SPACE STORAGE","NON-POTW",-111.46373,40.68881
"1114","UT0025925","PARK CITY MUNICIPAL CORP JUDGE","NON-POTW",-111.502917,40.627111
"1115","UTG640044","PARK CITY MUNICIPAL CORP JUDGE TUNNEL","NON-POTW",-111.502752,40.68105
"1116","UT0025461","PARK CITY MUNICIPAL CORP SPIRO","NON-POTW",-111.516167,40.660861
"1117","UTR000986","PARK CITY READY MIX FACILITY","NON-POTW",-111.820135,41.841761
"1118","UTR000012","PARK CITY SKI RESORT WATER SUPPLY SYSTEM","NON-POTW",-111.495651,40.656751
"1119","UTR344961","PARK CITY TECH CENTER PHASE 2","NON-POTW",-111.547867,40.72431
"1120","UTR000715","PARKER HANNIFIN CORP.","NON-POTW",-111.976328,40.722452
"1121","UTR287453","PARKER HANNIFIN CORP.","NON-POTW",-111.976328,40.722452
"1122","UTR268653","PARKER HANNIFIN CORPORATION","NON-POTW",-112.01344,41.30643
"1123","UTR378453","PARKING GARAGE EXPANSION, PH 2","FEDERAL",-111.838725,40.758351
"1124","UTR107159","PARLEY'S I-215 CROSSING & TRAIL EXTENSION","NON-POTW",-111.806866,40.704947
"1125","UTR260253","PARLEYS PIT","NON-POTW",-111.656363,39.334974
"1126","UTG640041","PARLEYS WATER TREATMENT PLANT","NON-POTW",-111.89396,40.73653
"1127","UTR000193","PAROWAN AIRPORT","NON-POTW",-112.803277,37.851642
"1128","UTR310606","PAYSON 2, 3 WARDS","NON-POTW",-111.73229,40.04028
"1129","UTL020427","PAYSON CITY CORP","NON-POTW",-111.73844,40.04363
"1130","UT0020427","PAYSON CITY CORPORATION","POTW",-111.74817,40.02964
"1131","UTR000697","PAYSON CITY LANDFILL","NON-POTW",-111.800467,40.040854
"1132","UTR090066","PAYSON CITY WWTP","NON-POTW",-111.73844,40.04363
"1133","UT0025518","PAYSON POWER PROJECT","NON-POTW",-111.72993,40.058287
"1134","UTR110376","PDM STEEL CRANEWAY","NON-POTW",-111.66018,40.12459
"1135","UTR000217","PENNZOIL PRODUCTS COMPANY","NON-POTW",-110.12491,40.388555
"1136","UTR000793","PEPPERIDGE FARM INC.","NON-POTW",-111.81395,41.93779
"1137","UTR001059","PEPSI BEVERAGES COMPANY","NON-POTW",-111.97067,40.72854
"1138","UTR380067","PERGRINE POINTE PHASES 2A, 2B, 3, 4A, 4B, AND 4C","NON-POTW",-113.399954,37.144878
"1139","UTL025721","PERRY / WILLARD REGIONAL WASTEWATER TREATMENT PLANT","NON-POTW",-112.065972,41.421778
"1140","UT0025721","PERRY / WILLARD REGIONAL WASTEWATER TREATMENT PLANT","POTW",-112.065972,41.421778
"1141","UTR090067","PERRY CITY CORPORATION","NON-POTW",-112.026667,41.464722
"1142","UTR268935","PETERSEN INC.","NON-POTW",-112.02797,41.28534
"1143","UTR000679","PETERSEN PRECISION MACHINE","NON-POTW",-111.98447,41.24434
"1144","UTR370661","PHEASANT COVE","NON-POTW",-111.811975,40.65035
"1145","UTR330011","PHEASANT VALLEY","NON-POTW",-111.62784,40.158225
"1146","UTR364159","PICKETT LANE PHASE 2","NON-POTW",-112.30327,40.64794
"1147","UTR271707","PINE RIDGE ROCK PRODUCTS","NON-POTW",-111.83316,41.30486
"1148","UTR001028","PIT 34","NON-POTW",-112.358001,40.474694
"1149","UTR000652","PIT 5","NON-POTW",-112.038142,40.609451
"1150","UT0020222","PITMAN FAMILY FARMS, INC","NON-POTW",-111.594833,39.519368
"1151","UTG170070","PIUTE COUNTY UTAH","NON-POTW",-112.220667,38.244838
"1152","UTR090045","PLAIN CITY CORPORATION","NON-POTW",-112.07972,41.29787
"1153","UT0021326","PLAIN CITY SEWER DEPARTMENT","POTW",-112.07972,41.29787
"1154","UTR371211","PLANT EXPANSION PROJECT","NON-POTW",-112.172222,41.598056
"1155","UTR284205","PLEASANT GROVE BATCH PLANT","NON-POTW",-111.804038,40.39194
"1156","UTR090042","PLEASANT GROVE CITY","NON-POTW",-111.738762,40.363952
"1157","UTR000924","PLEASANT GROVE PUBLIC WORKS","NON-POTW",-111.74539,40.35518
"1158","UTR265071","PLEASANT VALLEY BIOFUELS","NON-POTW",-113.51253,37.11499
"1159","UTR090048","PLEASANT VIEW CITY CORPORATION","NON-POTW",-111.989605,41.319837
"1160","UTR000920","PLEASANT VIEW CITY PUBLIC WORKS FACILITY","NON-POTW",-111.989333,41.319256
"1161","UTR001011","PLYMOUTH GRAVEL PIT","NON-POTW",-112.15023,41.87997
"1162","UTR385145","PM STORAGE","NON-POTW",-113.551362,37.071825
"1163","UTR000858","POINT EAST FACILITY","NON-POTW",-111.87716,40.50205
"1164","UTG640043","POINT OF THE MOUNTAIN","NON-POTW",-111.832267,40.594848
"1165","UTR000984","POINT SOUTH READY MIX FACILITY","NON-POTW",-111.912435,40.451616
"1166","UTR000859","POINT WEST FACILITY","NON-POTW",-111.909722,40.442778
"1167","UTR000181","POWDER RIVER INC","NON-POTW",-111.65031,40.21895
"1168","UTR000249","POWER CONCRETE OF UTAH","NON-POTW",-111.9536,41.04103
"1169","UTR339761","PRC I-15 CORE PROJECT SPRINGVILLE SITES","NON-POTW",-111.724457,40.292814
"1170","UTR000891","PREMIER TECH INC","NON-POTW",-111.94478,40.77145
"1171","UTG640035","PRICE CITY WATER TREATMENT","NON-POTW",-110.867384,39.733296
"1172","UTR269001","PRICE EQUIPMENT YARD","NON-POTW",-110.787187,39.533598
"1173","UTR376987","PRICE FORD DEALERSHIP","NON-POTW",-110.833162,39.602538
"1174","UTR340130","PRICE MUNICIPAL CORPORATION WASTEWATER IMPROVEMENTS","NON-POTW",-110.807472,39.599556
"1175","UTL021814","PRICE R WATER IMP DIST","NON-POTW",-110.716301,39.534962
"1176","UTR281559","PRICE READY MIX PLANT","NON-POTW",-110.734249,39.531298
"1177","UTR265861","PRICE RIVER TERMINAL","NON-POTW",-110.695433,39.52441
"1178","UTG040010","PRICE RIVER TERMINAL, LLC","NON-POTW",-110.695433,39.52441
"1179","UT0021814","PRICE RIVER WATER IMPROVE DIST","POTW",-110.83352,39.59627
"1180","UTG640034","PRICE RIVER WTP","NON-POTW",-110.81809,39.59095
"1181","UTR000134","PRIDE TRANSPORT","NON-POTW",-111.95802,40.74489
"1182","UTR000152","PRIDE TRANSPORT, INC.","NON-POTW",-111.9174,40.7164
"1183","UTR000308","PRIME MACHINE INC","NON-POTW",-111.907475,40.75193
"1184","UTR276427","PRIME MACHINE, INC (DBA PRIME FIELD SERVICE)","NON-POTW",-111.911203,40.757135
"1185","UTR302802","PROGRESSIVE CONTRACTING, INC.","NON-POTW",-113.609351,37.11317
"1186","UTR300453","PROJECT TRAILER SITE, WADSWORTH STAGING AREA","NON-POTW",-111.647052,40.161294
"1187","UTR380965","PROMONTORY POINT LANDFILL PHASE 1S & RAIL SPUR","NON-POTW",-112.449087,41.218641
"1188","UTR279113","PROPERTY MANAGEMENT","NON-POTW",-111.947324,40.773554
"1189","UTR090031","PROVIDENCE CITY CORPORATION","NON-POTW",-111.81779,41.70765
"1190","UTR285911","PROVO AIRPORT","NON-POTW",-111.71846,40.21966
"1191","UTR360439","PROVO CITY CENTER TEMPLE PHASE 1","NON-POTW",-111.658705,40.23301
"1192","UTL021717","PROVO CITY CORP","NON-POTW",-111.65257,40.21594
"1193","UT0021717","PROVO CITY CORPORATION","POTW",-111.65257,40.21594
"1194","UTR000948","PROVO CITY FLEET MANAGEMENT","NON-POTW",-111.65257,40.21594
"1195","UTR090039","PROVO CITY STORM WATER SERVICE","NON-POTW",-111.65257,40.21594
"1196","UTR000392","PROVO MAIN POST OFFICE","NON-POTW",-111.660497,40.23234
"1197","UTG070880","PROVO OREM TRANSPORTATION IMPROVEMENT PROJECT (POTIP)","NON-POTW",-111.66219,40.24009
"1198","UTG071012","PROVO WESTSIDE SEWER OUTFALL","NON-POTW",-111.71301,40.230109
"1199","UTR002452","PROVO YARD","NON-POTW",-111.639694,40.212988
"1200","UTR367911","PRT EXPANSION","NON-POTW",-110.703611,39.526944
"1201","UTR000947","PUBLIC WORKS SHOP","NON-POTW",-111.757448,40.431807
"1202","UTR277947","PULL-N-SAVE","NON-POTW",-112.059741,40.718925
"1203","UTG790077","PUSH DRILLING PERRY MAVERICK","NON-POTW",-112.025775,41.506175
"1204","UTG070987","PV0010 & FL42 TAPLINE","NON-POTW",-111.674295,40.244232
"1205","UTG640021","QUAIL CREEK WTP/ ST. GEORGE CITY","NON-POTW",-113.222594,37.220784
"1206","UTR262189","QUALITY PIT @ DESERT CANYONS","NON-POTW",-113.508333,37.006389
"1207","UTR000568","QUALITY PLATING CO., INC.","NON-POTW",-111.906448,40.760044
"1208","UTR000555","QUALITY STEEL CORP OF MS","NON-POTW",-112.02414,40.57446
"1209","UTR362967","QUARRY VILLAGE TOWN HOMES","NON-POTW",-111.573611,40.747778
"1210","UTR359061","QUESTAR SPRINGVILLE STORAGE AREA","NON-POTW",-111.630984,40.189264
"1211","UTR378331","QUICK QUACK HIGHLAND","NON-POTW",-111.78891,40.43191
"1212","UTR000058","QUIKRETE-UTAH","NON-POTW",-111.90509,40.6999
"1213","UTR258987","R & D EXCAVATING, LLC","NON-POTW",-111.791415,40.347713
"1214","UTR261151","R & L CARRIERS","NON-POTW",-111.96025,40.72408
"1215","UTR107392","RANCH VIEW TOWNHOUSES","NON-POTW",-111.973874,41.183984
"1216","UTG589406","RANDLETT SEWAGE LAGOONS","POTW",-109.813783,40.229933
"1217","UTR000179","RAYLOC DIV. GENUINE PARS CO.","NON-POTW",-111.72539,40.05453
"1218","UTR386337","REAM PROPERTY GRADING","NON-POTW",-113.27504,37.22808
"1219","UTR362921","RECAPTURE BRINE DISPOSAL FACILITY","NON-POTW",-109.235576,37.264872
"1220","UTR262777","RECYCLED EARTH","NON-POTW",-112.01746,41.210063
"1221","UTR349162","RED ROCK COMMONS STORM DRAIN & UTILITY REMOVAL","NON-POTW",-113.55561,37.106934
"1222","UTR000972","REDMOND FACILITY","NON-POTW",-111.86765,39.005702
"1223","UTR000656","REDWOOD RECYCLING","NON-POTW",-111.93882,40.63811
"1224","UTR000415","REILLY INDUSTRIES INC","NON-POTW",-111.658456,40.233755
"1225","UTR000571","REILLY INDUSTRIES, INC","NON-POTW",-111.658456,40.233755
"1226","UTR386015","REMCO SUBDIVISION","NON-POTW",-111.831207,40.471319
"1227","UTG070895","REMOTE TANK FARM CONSTRUCTION & MAINTENANCE","NON-POTW",-111.8365,40.740048
"1228","UTR368937","REMUND DAIRY","NON-POTW",-111.464255,40.521866
"1229","UTR278969","RENEGADE OIL","NON-POTW",-111.96772,40.74423
"1230","UTR265303","RENEGADE OIL","NON-POTW",-111.96772,40.74423
"1231","UTR000494","REPUBLIC SERVICES","NON-POTW",-111.97211,40.7547
"1232","UTR000613","REPUBLIC SERVICES","NON-POTW",-111.996033,41.236379
"1233","UTR000615","REPUBLIC SERVICES","NON-POTW",-111.45878,40.68755
"1234","UTR380081","RESIDENCES IN DIXIE SPRINGS","NON-POTW",-113.399954,37.144878
"1235","UTR285957","REVOLVE RECYCLING, LLC","NON-POTW",-111.879616,41.734845
"1236","UTR300252","REYNOLDS BUILDING PARKING LOT","NON-POTW",-111.61164,40.16394
"1237","UTR262687","REYNOLDS CYCLING LLC","NON-POTW",-111.905809,40.575194
"1238","UTR261811","REYNOLDS PIT 1","NON-POTW",-112.0636,40.5982
"1239","UTR261815","REYNOLDS PIT 2","NON-POTW",-112.0586,40.65
"1240","UTR259463","REYNOLDS PRESTO PRODUCTS INC","NON-POTW",-111.83047,41.97159
"1241","UTR000726","RICH COUNTY LANDFILL","NON-POTW",-111.15409,41.778855
"1242","UTG170075","RICH COUNTY MOSQUITO","NON-POTW",-111.18493,41.664957
"1243","UTG170062","RICH COUNTY WEED","NON-POTW",-111.20169,41.66261
"1244","UTR259553","RICHFIELD CITY MUNICIPAL AIRPORT","NON-POTW",-112.098666,38.745487
"1245","UTR360349","RICHFIELD MUNICIPAL AIRPORT","NON-POTW",-112.098666,38.745487
