UID,OrganizationIdentifier,OrganizationFormalName,ProviderName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,IR_FLAG,IR_COMMENT,IR_MLID,IR_MLNAME,ASSESS_ID,AU_NAME,AU_Type,Water_Type,R317Descrp,ss_R317Descrp,BEN_CLASS,MLID_Count,Lat_Count,Long_Count,sites100m_count,LatitudeMeasure,LongitudeMeasure,IR_Lat,IR_Long,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ValidationType,ReviewComment
2040,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995257,Powell Slough Tributary 3-WLA,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020201-010_00,Powell Slough,Slough,Waterfowl Management Area,"Powell Slough Waterfowl Management Area, Utah County",NA,"2B,3C,3D",NA,NA,NA,NA,40.270428,-111.744797,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2041,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995258,Powell Slough Site 3-WLA,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020201-010_00,Powell Slough,Slough,Waterfowl Management Area,"Powell Slough Waterfowl Management Area, Utah County",NA,"2B,3C,3D",NA,NA,NA,NA,40.268114,-111.74153,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2042,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995259,Powell Slough Tributary 4-WLA,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020201-010_00,Powell Slough,Slough,Waterfowl Management Area,"Powell Slough Waterfowl Management Area, Utah County",NA,"2B,3C,3D",NA,NA,NA,NA,40.268039,-111.741089,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2043,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995260,POWELL SLOUGH AB OREM WWTP,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,NA,NA,Undefined,River / Stream,All other permanent streams entering Utah Lake,NA,"2B,3B,4",NA,NA,NA,NA,40.27995129,-111.7435436,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2044,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995310,CURRANT CK AT US6 XING 1.5MI W OF GOSHEN,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995310,CURRANT CK AT US6 XING 1.5MI W OF GOSHEN,UT16020201-017_00,Current Creek-Goshen,River/Stream,River / Stream,All other permanent streams entering Utah Lake,NA,"2B,3B,4",1,1,1,0,39.95244172,-111.9336269,39.95244172,-111.9336269,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2045,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995320,CURRANT CK BL MONA RES AT MOUTH OF CANYON,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995320,CURRANT CK BL MONA RES AT MOUTH OF CANYON,UT16020201-003_00,Currant Creek,River/Stream,River / Stream,"Currant Creek, from mouth of Goshen Canyon to Mona Reservoir",NA,"2B,3A,4",1,1,1,0,39.91328423,-111.9007677,39.91328423,-111.9007677,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2046,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995355,SALT CK BL SALT CANYON E OF QUARRY,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995355,SALT CK BL SALT CANYON E OF QUARRY,UT16020201-004_00,Salt Creek-1,River/Stream,River / Stream,"Salt Creek, from Nephi diversion to headwaters",NA,"2B,3A,4",1,1,1,0,39.71398819,-111.7929275,39.71398819,-111.7929275,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,23,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2047,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995360,SALT CREEK AT USFS BNDRY,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995360,SALT CREEK AT USFS BNDRY,UT16020201-005_00,Salt Creek-2,River/Stream,River / Stream,"Salt Creek, from Nephi diversion to headwaters",NA,"2B,3A,4",1,1,1,0,39.72496412,-111.725109,39.72496412,-111.725109,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,23,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2048,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995362,SALT CK AB JENKINS FLAT INTERP SITE,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995362,SALT CK AB JENKINS FLAT INTERP SITE,UT16020201-005_00,Salt Creek-2,River/Stream,River / Stream,"Salt Creek, from Nephi diversion to headwaters",NA,"2B,3A,4",1,1,1,0,39.73190394,-111.7204789,39.73190394,-111.7204789,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,23,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2049,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995365,SALT CK .5 MI AB MOUTH OF POLE CANYON,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995365,SALT CK .5 MI AB MOUTH OF POLE CANYON,UT16020201-005_00,Salt Creek-2,River/Stream,River / Stream,"Salt Creek, from Nephi diversion to headwaters",NA,"2B,3A,4",1,1,1,0,39.75151621,-111.7106796,39.75151621,-111.7106796,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,23,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2050,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995375,SALT CK AT PONDEROSA CAMPGROUND,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995375,SALT CK AT PONDEROSA CAMPGROUND,UT16020201-005_00,Salt Creek-2,River/Stream,River / Stream,"Salt Creek, from Nephi diversion to headwaters",NA,"2B,3A,4",1,1,1,0,39.76473718,-111.7130921,39.76473718,-111.7130921,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,23,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2051,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995380,SALT CK AB CNFL/ RED CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995380,SALT CK AB CNFL/ RED CK,UT16020201-005_00,Salt Creek-2,River/Stream,River / Stream,"Salt Creek, from Nephi diversion to headwaters",NA,"2B,3A,4",1,1,1,0,39.76231571,-111.7112226,39.76231571,-111.7112226,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,23,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2052,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995400,BEER CK BL PAYSON WWTP,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020202-027_00,Beer Creek,River/Stream,River / Stream,"Beer Creek (Utah County) from 4850 West (in NE1/4NE1/4 sec. 36, T.8 S., R.1 E.) to headwaters",NA,"2B,3C,4",1,1,1,1,40.08217357,-111.744097,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2053,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995401,Beer Ck Upstream-WLA,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020202-027_00,Beer Creek,River/Stream,River / Stream,"Beer Creek (Utah County) from 4850 West (in NE1/4NE1/4 sec. 36, T.8 S., R.1 E.) to headwaters",NA,"2B,3C,4",1,1,1,2,40.081058,-111.734917,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2054,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995405,Beer Ck Mixing Zone-WLA,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020202-027_00,Beer Creek,River/Stream,River / Stream,"Beer Creek (Utah County) from 4850 West (in NE1/4NE1/4 sec. 36, T.8 S., R.1 E.) to headwaters",NA,"2B,3C,4",1,1,1,2,40.081106,-111.735572,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2055,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995408,Beer Ck AB Diversion-WLA,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020202-027_00,Beer Creek,River/Stream,River / Stream,"Beer Creek (Utah County) from 4850 West (in NE1/4NE1/4 sec. 36, T.8 S., R.1 E.) to headwaters",NA,"2B,3C,4",1,1,1,1,40.082542,-111.743556,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2056,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995420,BEER CK AB PAYSON WWTP AT U115 XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995420,BEER CK AB PAYSON WWTP AT U115 XING,UT16020202-027_00,Beer Creek,River/Stream,River / Stream,"Beer Creek (Utah County) from 4850 West (in NE1/4NE1/4 sec. 36, T.8 S., R.1 E.) to headwaters",NA,"2B,3C,4",1,1,1,0,40.08229,-111.73138,40.08229,-111.73138,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2057,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995421,Beer Ck Tributary 1 BL RR tracks-WLA,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995421,Beer Ck Tributary 1 BL RR tracks-WLA,UT16020202-027_00,Beer Creek,River/Stream,River / Stream,"Beer Creek (Utah County) from 4850 West (in NE1/4NE1/4 sec. 36, T.8 S., R.1 E.) to headwaters",NA,"2B,3C,4",1,1,1,0,40.06880556,-111.7358889,40.06880556,-111.7358889,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2058,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995452,Beer Ck Tributary 2 AB confl-WLA,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020202-027_00,Beer Creek,River/Stream,River / Stream,"Beer Creek (Utah County) from 4850 West (in NE1/4NE1/4 sec. 36, T.8 S., R.1 E.) to headwaters",NA,"2B,3C,4",1,1,1,2,40.08102222,-111.7352778,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2059,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995460,BEER CK (L-FK) AB SALEM WWTP,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995460,BEER CK (L-FK) AB SALEM WWTP,UT16020202-027_00,Beer Creek,River/Stream,River / Stream,"Beer Creek (Utah County) from 4850 West (in NE1/4NE1/4 sec. 36, T.8 S., R.1 E.) to headwaters",NA,"2B,3C,4",1,1,1,0,40.07078597,-111.6840945,40.07078597,-111.6840945,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2060,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995470,Beer CK @ U-147 Xing,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020202-030_00,Benjamin Slough,Slough,Slough,"Benjamin Slough and tributaries from Utah Lake to headwaters, except as listed below",NA,"2B,3B,4",NA,NA,NA,NA,40.09778637,-111.7757901,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2061,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995500,Emigration Ck in Killyons Cyn AB Confl/ Burr Fk (KC 0.21),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995500,Emigration Ck in Killyons Cyn AB Confl/ Burr Fk (KC 0.21),UT16020204-012_00,Emigration Creek,River/Stream,River / Stream,"Emigration Creek and tributaries, from 1100 East in Salt Lake City to headwaters",NA,"2B,3A,4",1,1,1,0,40.793478,-111.711371,40.793478,-111.711371,16020204,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,35,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2062,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995506,Maple Dell BSA Pond west side,Lake,NA,REVIEW,Automatically flagged for review,UTAHDWQ_WQX-4995506,Maple Dell BSA Pond west side,UT16020202-028_00,Peteetneet Creek,River/Stream,River / Stream,"Peteetneet Creek and tributaries, from irrigation diversion above Maple Dell to headwaters",NA,"2B,3A,4",1,1,1,0,39.972293,-111.695206,39.972293,-111.695206,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2063,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995510,PETEETNEET CK AB MAPLE DELL CMPGD ENTRANCE,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995510,PETEETNEET CK AB MAPLE DELL CMPGD ENTRANCE,UT16020202-028_00,Peteetneet Creek,River/Stream,River / Stream,"Peteetneet Creek and tributaries, from irrigation diversion above Maple Dell to headwaters",NA,"2B,3A,4",1,1,1,0,39.971952,-111.692663,39.971952,-111.692663,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2064,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995520,PETEETNEET CK BELOW CONFLUENCE RIGHT FORK PETEETNEET CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995520,PETEETNEET CK BELOW CONFLUENCE RIGHT FORK PETEETNEET CK,UT16020202-028_00,Peteetneet Creek,River/Stream,River / Stream,"Peteetneet Creek and tributaries, from irrigation diversion above Maple Dell to headwaters",NA,"2B,3A,4",1,1,1,0,39.96818,-111.69228,39.96818,-111.69228,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2065,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995525,Payson Lake at southwest beach,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995525,Payson Lake at southwest beach,UT-L-16020202-002_00,Big East Lake,Reservoir/Lake,Lake / Reservoir,Big East Lake,NA,"2B,3A,4",1,1,1,0,39.933151,-111.642681,39.933151,-111.642681,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2066,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995530,SUMMIT CK AB CNFL LOWER WATER HOLLOW,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995530,SUMMIT CK AB CNFL LOWER WATER HOLLOW,UT16020201-007_00,Summit Creek-Santaquin,River/Stream,River / Stream,"Summit Creek and tributaries (above Santaquin), from U.S. National Forest boundary to headwaters",NA,"2B,3A,4",1,1,1,0,39.93026389,-111.7617946,39.93026389,-111.7617946,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2067,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995540,SUMMIT CK (SANTAQUIN CANYON) AB OLD NFS BNDY,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995540,SUMMIT CK (SANTAQUIN CANYON) AB OLD NFS BNDY,UT16020201-007_00,Summit Creek-Santaquin,River/Stream,River / Stream,"Summit Creek and tributaries (above Santaquin), from U.S. National Forest boundary to headwaters",NA,"2B,3A,4",1,1,1,0,39.94634558,-111.7754931,39.94634558,-111.7754931,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2068,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995580,SPANISH FORK R AB UTAH L (LAKESHORE),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995580,SPANISH FORK R AB UTAH L (LAKESHORE),UT16020202-001_00,Spanish Fork River-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction",NA,"2B,3B,3D,4",1,1,1,0,40.1502589,-111.7269818,40.1502589,-111.7269818,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2069,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995600,SPANISH FORK RIVER AT MOARK DIVERSION,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995600,SPANISH FORK RIVER AT MOARK DIVERSION,UT16020202-001_00,Spanish Fork River-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction",NA,"2B,3B,3D,4",1,1,1,0,40.08440426,-111.5968581,40.08440426,-111.5968581,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2070,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995605,SPANISH FORK R. MOUTH OF CANYON BL GAGING STATION,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995605,SPANISH FORK R. MOUTH OF CANYON BL GAGING STATION,UT16020202-001_00,Spanish Fork River-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction",NA,"2B,3B,3D,4",1,1,1,0,40.06119,-111.56931,40.06119,-111.56931,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2071,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995630,SPANISH FK R ~2.5 MI BL CNFL/ DIAMOND FK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995630,SPANISH FK R ~2.5 MI BL CNFL/ DIAMOND FK,UT16020202-002_00,Spanish Fork River-2,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.04164,-111.54425,40.04164,-111.54425,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2072,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995640,DIAMOND FK CK AB SPANISH FK R AT US6 89 XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995640,DIAMOND FK CK AB SPANISH FK R AT US6 89 XING,UT16020202-006_00,Diamond Fork-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.02690407,-111.5040762,40.02690407,-111.5040762,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2073,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995645,Spanish Fk outlet to Diamond Fk Ck,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995645,Spanish Fk outlet to Diamond Fk Ck,UT16020202-006_00,Diamond Fork-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.02933648,-111.506192,40.02933648,-111.506192,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2074,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995665,DIAMOND FK BL PALMYRA CAMPGROUND,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995665,DIAMOND FK BL PALMYRA CAMPGROUND,UT16020202-006_00,Diamond Fork-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.06428575,-111.4397996,40.06428575,-111.4397996,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2075,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995670,DIAMOND FORK @ CAMPGROUND,River/Stream,Duplicate of 4995670,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020202-006_00,Diamond Fork-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",NA,NA,NA,NA,40.0812008,-111.363283,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2076,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995675,WANRHODES CANYON CK 1 mile AB CNFL W/ DIAMOND FK CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995675,WANRHODES CANYON CK 1 mile AB CNFL W/ DIAMOND FK CK,UT16020202-006_00,Diamond Fork-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.08498,-111.43382,40.08498,-111.43382,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2077,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995680,DIAMOND FORK AB PALMYRA CAMPGROUND,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4995680,DIAMOND FORK AB PALMYRA CAMPGROUND,UT16020202-006_00,Diamond Fork-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,0,40.07082,-111.43042,40.07082,-111.43042,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
2078,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4995690,DIAMOND FORK AB MONKS HOLLOW,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020202-006_00,Diamond Fork-1,River/Stream,River / Stream,"Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters",NA,"2B,3A,4",1,1,1,1,40.07624383,-111.3833704,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
