"locationID","locationName","locationType","LongitudeMeasure","LatitudeMeasure","AU_NAME","ASSESS_ID","AU_DESCRIP","AU_Type","priority"
"UTR397473","ST. REGIS DEER VALLEY PHASE 2","NON-POTW",-111.4778,40.63836,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTR387999","ST. REGIS DEER VALLEY PHASE 2","NON-POTW",-111.4778,40.63836,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTG071105","STADLER","NON-POTW",-112.02762,40.768639,NA,NA,NA,NA,"N"
"UTG071072","STADLER RAIL","NON-POTW",-112.030955,40.768663,NA,NA,NA,NA,"N"
"UTR385557","STADLER RAIL OFF-SITE INFRASTRUCTURE IMPROVEMENT","NON-POTW",-111.89576,40.643651,NA,NA,NA,NA,"N"
"UTR387237","STADLER RAIL OFF-SITE INFRASTRUCTURE IMPROVEMENT","NON-POTW",-111.89576,40.643651,NA,NA,NA,NA,"N"
"UTNX00540","STADLER US","NON-POTW",-112.0311,40.7673,NA,NA,NA,NA,"N"
"UTRC01343","STADLER US - COMMISSIONING EXPANSION","NON-POTW",-112.0311,40.7673,NA,NA,NA,NA,"N"
"UTR398969","STAKER FARMS","NON-POTW",-112.064119,41.21461,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTR000348","STAKER PARSON SMITHFIELD PIT","NON-POTW",-111.825533,41.85346,"City Creek","UT16010202-006_00","City Creek and tributaries and other Bear River east side tributaries south toward Summit Creek to headwaters","River/Stream","N"
"UTRH87775","STALEY HOME","NON-POTW",-111.987932,41.333881,NA,NA,NA,NA,"N"
"UTRH01468","STAMM RESIDENCE","NON-POTW",-111.9038,40.9111,NA,NA,NA,NA,"N"
"UTRH01422","STAMSUND ESTATES LOT 10","NON-POTW",-113.5034,37.0865,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC01044","STAMSUND ESTATES LOTS 1-7, 9, 11 AND 12","NON-POTW",-113.5032,37.0866,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH02217","STAMWOOD ESTATES","NON-POTW",-111.7597,40.399,NA,NA,NA,NA,"N"
"UTR388495","STANDARD AIR MUNITIONS PACKAGE (STAMP) FACILITY","NON-POTW",-112.005,41.137222,NA,NA,NA,NA,"N"
"UTR000577","STANDARD IRON AND METAL CO","NON-POTW",-111.9054,40.74318,NA,NA,NA,NA,"N"
"UTR397617","STANDARD WELLNESS FACILITY - CORINNE UTAH","NON-POTW",-112.12614,41.55787,"Bear River Lower-West","UT16010204-004_00","Bear River west side tributaries from Malad River confluence south","River/Stream","N"
"UTRC00801","STANDER TOWN HOMES PHASE #2","NON-POTW",-111.975693,41.172444,"Weber Lower Tributaries-1-2","UT16020102-017_02","Weber River north side tributaries from Ogden River confluence to Cottonwood Creek confluence, excluding defined tributaries","River/Stream","N"
"UTR393153","STANDER TOWNHOMES PHASE 2","NON-POTW",-111.975693,41.172444,"Weber Lower Tributaries-1-2","UT16020102-017_02","Weber River north side tributaries from Ogden River confluence to Cottonwood Creek confluence, excluding defined tributaries","River/Stream","N"
"UTRH00663","STANGER","NON-POTW",-112.0118,41.2497,NA,NA,NA,NA,"N"
"UTRH00644","STANGER","NON-POTW",-112.01195,41.253369,NA,NA,NA,NA,"N"
"UTRH02607","STANGER","NON-POTW",-112.0118,41.2504,NA,NA,NA,NA,"N"
"UTRH01344","STANGER","NON-POTW",-112.0122,41.2517,NA,NA,NA,NA,"N"
"UTRH99121","STANGER FARM","NON-POTW",-111.94388,41.245947,NA,NA,NA,NA,"N"
"UTRH95465","STANGER SUBDIVISION","NON-POTW",-112.01195,41.253369,NA,NA,NA,NA,"N"
"UTR382369","STANGER SUBDIVISION","NON-POTW",-112.00954,41.25167,NA,NA,NA,NA,"N"
"UTRH01775","STANGER SUBDIVISION LOT 1712","NON-POTW",-112.0094,41.2524,NA,NA,NA,NA,"N"
"UTR386685","STANGER SUBDIVISION PHASE 2","NON-POTW",-112.011861,41.251685,NA,NA,NA,NA,"N"
"UTR398951","STANGER SUBDIVISION PHASE 3","NON-POTW",-112.011861,41.251685,NA,NA,NA,NA,"N"
"UTRC02461","STANSBURY PARK","NON-POTW",-112.3078,40.6429,NA,NA,NA,NA,"N"
"UTR373981","STANSBURY PARK 4","NON-POTW",-112.309933,40.591651,"Middle Canyon","UT16020304-007_00","Middle Canyon Creek and tributaries, Tooele County","River/Stream","N"
"UT0025241","STANSBURY PARK WASTEWATER","POTW",-112.319334,40.656825,NA,NA,NA,NA,"Y"
"UTRC00933","STANTINE PIONEER COMPOSITES ONE","NON-POTW",-111.9572,40.7323,NA,NA,NA,NA,"N"
"UTRH89025","STANTUS HOME","NON-POTW",-113.609236,37.078653,NA,NA,NA,NA,"N"
"UTRH87457","STAPLETON RESIDENCE","NON-POTW",-111.99793,41.33184,NA,NA,NA,NA,"N"
"UTRH81353","STAPLEY RES","NON-POTW",-111.87509,40.93857,"Ricks Creek","UT16020102-042_00","Ricks Creek and tributaries from Interstate 15 to headwaters","River/Stream","N"
"UTG071088","STAPP CONSTRUCTION","NON-POTW",-111.319944,41.504779,"Birch Creek - Bear","UT16010101-010_00","Birch Creek and tributaries from confluence with Woodruff Creek to headwaters","River/Stream","N"
"UTR258155","STAR FOUNDRY & MACHINE","NON-POTW",-111.958,40.748,NA,NA,NA,NA,"N"
"UTG040025","STAR POINT REFUSE PILE","NON-POTW",-111.004639,39.529856,"Miller Creek","UT14060007-010_00","Miller Creek and tributaries below 7500 feet elevation","River/Stream","N"
"UTR000604","STAR POINT REFUSE PILE","NON-POTW",-111.012166,39.527439,"Miller Creek","UT14060007-010_00","Miller Creek and tributaries below 7500 feet elevation","River/Stream","N"
"UTR394515","STARBUCKS - UNIVERSITY & BULLDOG CORE & SHELL","NON-POTW",-111.65864,40.24951,NA,NA,NA,NA,"N"
"UTR375323","STARBUCKS POTBELLY-SOUTH TOWNE MALL","NON-POTW",-111.89435,40.55894,NA,NA,NA,NA,"N"
"UTRC01196","STARBUCKS RIVERTON UTAH","NON-POTW",-111.9455,40.5221,"Butterfield Creek","UT16020204-024_02","Butterfield Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTR391345","STARBUCKS SHELL UINTAH","NON-POTW",-111.91698,41.139514,"Weber Lower Tributaries-1-2","UT16020102-017_02","Weber River north side tributaries from Ogden River confluence to Cottonwood Creek confluence, excluding defined tributaries","River/Stream","N"
"UTRC01722","STARHAVEN SUBDIVISION","NON-POTW",-111.92705,40.389371,NA,NA,NA,NA,"N"
"UTR394199","STARHAVEN SUBDIVISION","NON-POTW",-111.92705,40.389371,NA,NA,NA,NA,"N"
"UTRC01193","STARHAVEN VILLAS PHASE 1","NON-POTW",-111.9271,40.39,NA,NA,NA,NA,"N"
"UTR360697","STATE ROAD 89 MP 123.8 TO MP 124.6","NON-POTW",-112.381462,37.829437,"Sevier River-2","UT16030001-007_00","Sevier River and east side tributaries from Horse Valley Bridge Diversion upstream to Long Canal","River/Stream","N"
"UTR000978","STATE WIDE TRANSPORT INC","NON-POTW",-111.911878,40.868312,NA,NA,NA,NA,"N"
"UTR000228","STATELINE MARINA","NON-POTW",-111.49276,36.99466,NA,NA,NA,NA,"N"
"UTR381451","STATION AT GARDNER MILL","NON-POTW",-111.92718,40.60896,"Bingham Creek","UT16020204-023_00","Bingham Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTR396125","STATION AT GARDNER MILL","NON-POTW",-111.92718,40.60896,"Bingham Creek","UT16020204-023_00","Bingham Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRH90429","STATION IN HOLLADAY","NON-POTW",-111.826,40.6689,NA,NA,NA,NA,"N"
"UTG070938","STATION PARK NORTH","NON-POTW",-111.911595,40.985364,NA,NA,NA,NA,"N"
"UTR373453","STATION SQUARE APARTMENTS","NON-POTW",-112.036154,41.190665,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRC00339","STAYBRIDGE SUITES","NON-POTW",-112.0268,40.7755,NA,NA,NA,NA,"N"
"UTRH81393","STAYNER RESIDENCE","NON-POTW",-111.84139,40.49897,NA,NA,NA,NA,"N"
"UTR388049","STAYNER RESIDENCE","NON-POTW",-111.36327,40.48844,"Heber Valley","UT16020203-026_00","Provo River east side tributaries from Daniels Creek to Little South Fork except Lake Creek","River/Stream","N"
"UTR269628","STEEL STRUCTURES","NON-POTW",-113.51086,37.11516,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH78755","STEEPLE CHASE PHASE 1 LOT 5","NON-POTW",-111.843483,40.507674,NA,NA,NA,NA,"N"
"UTRH88451","STEEPLE CHASE PHASE 1 LOT 5","NON-POTW",-111.843483,40.507674,NA,NA,NA,NA,"N"
"UTR356111","STEEPLECHASE, PHASE III","NON-POTW",-111.840061,40.56298,NA,NA,NA,NA,"N"
"UTR386407","STEINAKER DAM RIGHT ABUTMENT MODIFICATIONS","NON-POTW",-109.53796,40.451705,"Middle Ashley Creek","UT14060002-002_00","Ashley Creek and tributaries from Vernal sewage lagoons to Dry Fork confluence","River/Stream","N"
"UTRH93813","STEINER CUSTOM","NON-POTW",-111.66486,40.03969,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRC01289","STEP ROCK","NON-POTW",-112.0068,40.4776,"Rose Creek","UT16020204-029_00","Rose Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRH02146","STEPHEN MUSGROVE RESIDENCE","NON-POTW",-111.6653,40.0342,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTR376889","STEPHEN STUCKI HOME","NON-POTW",-113.64615,37.1288,NA,NA,NA,NA,"N"
"UTRH82185","STEPHENS RESIDENCE","NON-POTW",-111.81739,40.39293,"Spring Creek-Lehi","UT16020201-009_00","Spring Creek and tributaries from Utah Lake near Lehi to headwaters","River/Stream","N"
"UTR390723","STEPS RECOVERY CENTER","NON-POTW",-111.87115,40.5318,NA,NA,NA,NA,"N"
"UTR383513","STERLING ELEMENTARY SCHOOL","NON-POTW",-112.283465,40.5279,"Middle Canyon","UT16020304-007_00","Middle Canyon Creek and tributaries, Tooele County","River/Stream","N"
"UTR377261","STERLING GROVE","NON-POTW",-111.73441,40.04858,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTR373979","STERLING HEIGHTS","NON-POTW",-111.88265,40.48879,NA,NA,NA,NA,"N"
"UTR393323","STERLING HEIGHTS","NON-POTW",-111.85049,40.52498,NA,NA,NA,NA,"N"
"UTR390887","STERLING LLC","NON-POTW",-111.90956,40.59849,NA,NA,NA,NA,"N"
"UTR394343","STERLING ON CAPITOL HILL","NON-POTW",-111.88659,40.77498,NA,NA,NA,NA,"N"
"UTRC01742","STERLING RIVER 307.308","NON-POTW",-111.9215,40.5382,"Jordan River-6","UT16020204-006_01","Jordan River from 7800 South to Bluffdale at 14600 South, except Big Willow and Dry Creeks","River/Stream","N"
"UTRC01326","STERLING SPRINGS LOT 4","NON-POTW",-111.8973,41.6288,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRC01325","STERLING SPRINGS RANCH LOT 5","NON-POTW",-111.8965,41.6286,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRH00927","STEVE & MICHELLE KING RESIDENCE","NON-POTW",-113.5358,37.1319,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH77841","STEVE AND KATHY RUSSELL","NON-POTW",-112.05095,41.17617,NA,NA,NA,NA,"N"
"UTRC02385","STEVENS COVE","NON-POTW",-111.87312,40.52884,NA,NA,NA,NA,"N"
"UTRH00642","STEVENS RESIDENCE","NON-POTW",-111.5806,40.1661,NA,NA,NA,NA,"N"
"UTR261287","STEVENSON GRAVEL PIT","NON-POTW",-110.265452,40.362142,"Dry Gulch Creek","UT14060003-009_00","Dry Gulch Creek and tributaries from Duchesne River confluence to headwaters, within Utah jurisdiction, excluding tribal jurisdictions","River/Stream","N"
"UTRH00024","STEVENSON HOME","NON-POTW",-111.7978,40.4176,"Spring Creek-Lehi","UT16020201-009_00","Spring Creek and tributaries from Utah Lake near Lehi to headwaters","River/Stream","N"
"UTRH93187","STEWARD RESIDENCE","NON-POTW",-111.754479,40.775133,"Emigration Creek","UT16020204-012_00","Emigration Creek and tributaries from stream gage at Rotary Glen Park (40 44 58.49N, 111 48 36.29W) to headwaters","River/Stream","N"
"UTR379877","STEWART FALLS WATER TANK","NON-POTW",-111.59566,40.383848,"North Fork Provo River","UT16020203-008_00","North Fork Provo River and tributaries from confluence with Provo River to headwaters","River/Stream","N"
"UTG070753","STEWART LAKE OVERSHOT GATE","NON-POTW",-109.363091,40.346052,"Green River-2 Tribs-1","UT14060001-001_01","Green River tributaries from Duchesne River confluence to Utah-Wyoming border, except Ashley, Brush, and Jones Hole Creeks","River/Stream","N"
"UTRH01373","STEWART RESIDENCE","NON-POTW",-111.7695,40.4733,NA,NA,NA,NA,"N"
"UTRH02471","STEWART RESIDENCE","NON-POTW",-111.8429,40.3928,NA,NA,NA,NA,"N"
"UTR382671","STILL CREEK","NON-POTW",-112.0617,41.3158,NA,NA,NA,NA,"N"
"UTRH84099","STILL CREEK","NON-POTW",-112.0475,41.321538,NA,NA,NA,NA,"N"
"UTRH84325","STILL CREEK","NON-POTW",-112.0475,41.321538,NA,NA,NA,NA,"N"
"UTR391547","STILL WATER","NON-POTW",-112.0579,41.0622,NA,NA,NA,NA,"N"
"UTR381789","STILLCREEK","NON-POTW",-112.0617,41.3158,NA,NA,NA,NA,"N"
"UTR394045","STILLCREEK","NON-POTW",-112.0617,41.3158,NA,NA,NA,NA,"N"
"UTRH86772","STILLWATER","NON-POTW",-111.90297,40.31337,NA,NA,NA,NA,"N"
"UTR260255","STOCKTON PIT","NON-POTW",-112.368715,40.441886,NA,NA,NA,NA,"N"
"UTG640024","STOCKTON, TOWN OF","NON-POTW",-112.360212,40.451472,NA,NA,NA,NA,"N"
"UTRH02328","STODDARD RESIDENCE","NON-POTW",-111.9869,40.5349,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTR382619","STOKES","NON-POTW",-112.19694,41.726389,"Salt Creek-Bothwell","UT16010204-013_00","Salt Creek and tributaries from Salt Creek Waterfowl Managment Area to headwaters","River/Stream","N"
"UTR398785","STOKES RESIDENCE","NON-POTW",-112.09482,41.29639,NA,NA,NA,NA,"N"
"UTRH88993","STONE CLIFF  1111","NON-POTW",-113.53816,37.07782,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH02202","STONE CLIFF #1019","NON-POTW",-113.5445,37.0733,"Fort Pearce Wash","UT15010009-001_00","Fort Pearce Wash and tributaries within Utah, from Virgin River confluence to headwaters, exlcuding Short Creek","River/Stream","N"
"UTRH03151","STONE CLIFF #14","NON-POTW",-113.551362,37.071825,"Fort Pearce Wash","UT15010009-001_00","Fort Pearce Wash and tributaries within Utah, from Virgin River confluence to headwaters, exlcuding Short Creek","River/Stream","N"
"UTRH01331","STONE CLIFF #1401","NON-POTW",-113.5316,37.0785,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH02675","STONE CLIFF #1610","NON-POTW",-113.5316,37.0785,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH02883","STONE CLIFF #1616","NON-POTW",-113.5282,37.0815,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH98519","STONE CLIFF 1304","NON-POTW",-113.60962,37.26384,NA,NA,NA,NA,"N"
"UTRH02602","STONE CLIFF LOT #1505","NON-POTW",-113.53303,37.076676,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01387","STONE CLIFF LOT 1018","NON-POTW",-113.5447,37.073,"Fort Pearce Wash","UT15010009-001_00","Fort Pearce Wash and tributaries within Utah, from Virgin River confluence to headwaters, exlcuding Short Creek","River/Stream","N"
"UTRH01205","STONE CLIFF LOT 1028","NON-POTW",-113.5456,37.0767,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH92441","STONE CLIFF LOT 1510","NON-POTW",-113.53312,37.07789,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH02132","STONE CLIFF PH. 10, LOT 1020","NON-POTW",-113.5446,37.0738,"Fort Pearce Wash","UT15010009-001_00","Fort Pearce Wash and tributaries within Utah, from Virgin River confluence to headwaters, exlcuding Short Creek","River/Stream","N"
"UTRH01022","STONE CLIFF PH. 10, LOT 1054","NON-POTW",-113.5438,37.0744,"Fort Pearce Wash","UT15010009-001_00","Fort Pearce Wash and tributaries within Utah, from Virgin River confluence to headwaters, exlcuding Short Creek","River/Stream","N"
"UTRH01831","STONE CLIFF PH. 16A, LOT 1602","NON-POTW",-113.5285,37.0794,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH02632","STONE CLIFF PH. 16A, LOT 1603","NON-POTW",-113.5285,37.0794,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC01735","STONE CLIFF PH. 5, LOT 509","NON-POTW",-113.5439,37.0823,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01800","STONE CLIFF PHASE 10 LOT 1013","NON-POTW",-113.5415,37.0726,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC00510","STONE CLIFF PHASE 16B EXTENSION","NON-POTW",-113.5282,37.0815,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH02917","STONE CLIFF PHASE 16B, LOT 1611","NON-POTW",-113.5301,37.0797,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC00553","STONE CLIFF PHASE 17","NON-POTW",-113.5268,37.0841,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH93875","STONE COVE","NON-POTW",-113.531983,37.081921,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH02841","STONE COVE SUBDIVISION LOT 23","NON-POTW",-113.5318,37.0831,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC01016","STONE CREEK","NON-POTW",-111.3935,40.5154,"Spring Creek-Heber","UT16020203-027_00","Spring Creek and tributaries from confluence with Provo River to headwaters","River/Stream","N"
"UTRC02285","STONE CREEK 4","NON-POTW",-111.3928,40.5192,"Spring Creek-Heber","UT16020203-027_00","Spring Creek and tributaries from confluence with Provo River to headwaters","River/Stream","N"
"UTR386451","STONE CREEK CANYON","NON-POTW",-112.061794,41.179398,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRC00539","STONE CREEK ESTATES","NON-POTW",-111.3935,40.5154,"Spring Creek-Heber","UT16020203-027_00","Spring Creek and tributaries from confluence with Provo River to headwaters","River/Stream","N"
"UTR393351","STONE CREEK ESTATES","NON-POTW",-111.39534,40.49418,"Heber Valley","UT16020203-026_00","Provo River east side tributaries from Daniels Creek to Little South Fork except Lake Creek","River/Stream","N"
"UTR386782","STONE CREEK ESTATES","NON-POTW",-111.85056,40.885643,NA,NA,NA,NA,"N"
"UTR391959","STONE CREEK ESTATES","NON-POTW",-111.847,40.8905,"Stone Creek-1","UT16020102-046_00","Stone Creek from Great Salt Lake to USFS boundary","River/Stream","N"
"UTR389327","STONE CREEK LDS CHAPEL","NON-POTW",-111.987645,41.046424,"Kays Creek","UT16020102-031_00","Kays Creek and tributaries from Farmington Bay to USFS boundary","River/Stream","N"
"UTR385997","STONE CREEK PHASE 3","NON-POTW",-111.3909,40.50092,"Heber Valley","UT16020203-026_00","Provo River east side tributaries from Daniels Creek to Little South Fork except Lake Creek","River/Stream","N"
"UTR396187","STONE CREEK PHASE 4","NON-POTW",-111.39239,40.51931,"Spring Creek-Heber","UT16020203-027_00","Spring Creek and tributaries from confluence with Provo River to headwaters","River/Stream","N"
"UTR376606","STONE CREEK SUBDIVISION","NON-POTW",-111.38337,40.493486,"Heber Valley","UT16020203-026_00","Provo River east side tributaries from Daniels Creek to Little South Fork except Lake Creek","River/Stream","N"
"UTRC01882","STONE CREST","NON-POTW",-111.96215,41.327845,NA,NA,NA,NA,"N"
"UTRH02842","STONE CREST","NON-POTW",-112.0733,41.336,NA,NA,NA,NA,"N"
"UTR376733","STONE CREST SUBDIVISION PHASE 1","NON-POTW",-111.96215,41.327845,NA,NA,NA,NA,"N"
"UTR398451","STONE GARDENS","NON-POTW",-113.37396,37.17307,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTR380711","STONE GROUND BAKERY ADDITION","NON-POTW",-111.91108,40.74658,NA,NA,NA,NA,"N"
"UTR370987","STONE HAVEN","NON-POTW",-111.83036,41.821312,"Hopkins Slough","UT16010202-003_00","Hopkins Slough from confluence with Bear River to headwaters","Slough","N"
"UTR397481","STONE HILL","NON-POTW",-111.96592,41.2272,NA,NA,NA,NA,"N"
"UTR389651","STONE HILL SUBDIVISION","NON-POTW",-111.96611,41.22694,"Weber Lower Tributaries-1-1","UT16020102-017_01","Weber River north side tributaries from Ogden River confluence to Cottonwood Creek confluence, excluding defined tributaries","River/Stream","N"
"UTRC01893","STONE HILL SUBDIVISION","NON-POTW",-111.9659,41.2272,NA,NA,NA,NA,"N"
"UTR357731","STONE HOLLOW AT SUMMIT RIDGE","NON-POTW",-111.8182,39.96719,NA,NA,NA,NA,"N"
"UTR376447","STONE HOLLOW PLAT D","NON-POTW",-112.03228,40.538298,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTR376473","STONE HOLLOW PLATE E","NON-POTW",-111.83387,39.989007,NA,NA,NA,NA,"N"
"UTRH02372","STONE POINT #40","NON-POTW",-113.60665,37.11546,NA,NA,NA,NA,"N"
"UTRH02371","STONE POINT #42","NON-POTW",-113.60665,37.11546,NA,NA,NA,NA,"N"
"UTRH95595","STONE POINT 16","NON-POTW",-113.60554,37.116557,NA,NA,NA,NA,"N"
"UTRC02583","STONE POINT TOWNHOMES 3 LOTS 14-18, 21, 54-56","NON-POTW",-113.60554,37.116557,NA,NA,NA,NA,"N"
"UTRH03149","STONE POINT TOWNHOMES 52","NON-POTW",-113.60665,37.11546,NA,NA,NA,NA,"N"
"UTRC02316","STONEBRIDGE BUILDING 3 LOTS 4 & 5","NON-POTW",-112.0028,40.7113,NA,NA,NA,NA,"N"
"UTG070951","STONEBRIDGE PARK","NON-POTW",-112.0025,40.71218,NA,NA,NA,NA,"N"
"UTR380201","STONEBRIDGE PARK COMMERCIAL SUBDIVISION","NON-POTW",-112.00138,40.710556,NA,NA,NA,NA,"N"
"UTR104010","STONEBROOK ESTATES, IVORY HOME","NON-POTW",-111.98336,40.6893,NA,NA,NA,NA,"N"
"UTR390227","STONEBROOK FARMS","NON-POTW",-111.88328,40.95216,"Davis Creek","UT16020102-041_00","Davis and Lone Pine Creeks and tributaries from US 89 to headwaters","River/Stream","N"
"UTG071118","STONEBROOK FARMS","NON-POTW",-111.88328,40.95216,"Davis Creek","UT16020102-041_00","Davis and Lone Pine Creeks and tributaries from US 89 to headwaters","River/Stream","N"
"UTR388795","STONECLIFF","NON-POTW",-113.53237,37.078199,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01945","STONECLIFF LOT 1134","NON-POTW",-113.5305,37.0807,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTR384137","STONECREEK","NON-POTW",-111.79588,40.3955,NA,NA,NA,NA,"N"
"UTR389523","STONECROFT","NON-POTW",-111.8306,40.5375,NA,NA,NA,NA,"N"
"UTR384809","STONEFIELD ESTATES","NON-POTW",-112.0565,41.0757,NA,NA,NA,NA,"N"
"UTR376528","STONEGATE SUBDIVISION PHASES 1, 2, & 3","NON-POTW",-112.06716,41.14985,NA,NA,NA,NA,"N"
"UTRC00481","STONEGATE SUBDIVISION PHASES 1, 2, & 3","NON-POTW",-112.06716,41.14985,NA,NA,NA,NA,"N"
"UTR373997","STONEHOCKER RESIDENCE","NON-POTW",-111.92785,40.33413,NA,NA,NA,NA,"N"
"UTR393215","STONEY BROOK 11","NON-POTW",-111.77229,40.3958,NA,NA,NA,NA,"N"
"UTRH00388","STONEYBROOK LOT 4","NON-POTW",-111.7715,40.4387,NA,NA,NA,NA,"N"
"UTG071352","STORAGE TANK HYDROSTATIC TESTING","NON-POTW",-111.9106,40.88425,"Mill Creek1-Davis","UT16020102-050_00","Mill Creek from Great Salt Lake to Mueller Park at USFS boundary","River/Stream","N"
"UTG071239","STORAGE TANK HYDROSTATIC TESTING","NON-POTW",-111.9106,40.88425,"Mill Creek1-Davis","UT16020102-050_00","Mill Creek from Great Salt Lake to Mueller Park at USFS boundary","River/Stream","N"
"UTRC00104","STORE IT","NON-POTW",-111.8742,40.3862,NA,NA,NA,NA,"N"
