"UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
2157,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999502","Big Cottonwood Ck at TRAX light rail xing at 100 West (UT15-2002)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999502",1,1,1,0,40.68044,-111.89462,40.68044,-111.89462,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2158,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999503","Boulder Creek AB confluence w/ North Fk Provo River  (UT15-2032)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999503",1,1,1,0,40.60591,-111.07827,40.60591,-111.07827,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2159,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999504","Tie Fork AB Corral Canyon (UT15-2004)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999504",1,1,1,0,40.00555,-111.22128,40.00555,-111.22128,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2160,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999505","Provo River at US189 milepost 16.1 in Provo Canyon (UT15-2005)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999505",1,1,1,0,40.38745,-111.54528,40.38745,-111.54528,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2161,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999506","Spring Ck AB dual RR crossing west of I-15 exit 248 (UT15-2039)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999506",1,1,1,0,40.02944,-111.77038,40.02944,-111.77038,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2162,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999507","Battle Creek AB USFS boundary (UT15-2007)","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.36691,-111.6952,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2163,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999508","Soldier Creek at Long Hollow and US 6 mp 189.35 (UT15-2008)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999508",1,1,1,0,39.99541,-111.4336,39.99541,-111.4336,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2164,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999509","Snake Creek AB SR113 crossing (UT15-2042)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999509",1,1,1,0,40.49251,-111.47378,40.49251,-111.47378,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2165,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999510","Lake Ck BL Timber Lake Dr. near junction w/Lake Cr Road (UT15-2010)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999510",1,1,1,0,40.49565,-111.28913,40.49565,-111.28913,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2166,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999511","Bridge Hollow at road xing at 6980 ft elevation (UT15-2038)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999511",1,1,1,0,40.56433,-111.25785,40.56433,-111.25785,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2167,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999513","Diamond Fk BL Rt Fk Hobble Ck Rd 058 and FR132 junction (UT15-2013)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999513",1,1,1,0,40.1772,-111.32869,40.1772,-111.32869,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2168,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999514","Pine Creek AB Springer Hollow (UT15-2014)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999514",1,1,1,0,40.56276,-111.49156,40.56276,-111.49156,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2169,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999515","Clear Creek AB road xing &BL US Forest Service boundary (UT15-2015)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999515",1,1,1,0,39.9269,-111.23,39.9269,-111.23,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2170,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999516","Provo River at SR35 mp 7.3 and BL USGS gage 10154200 (UT15-2016)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999516",1,1,1,0,40.55858,-111.1738,40.55858,-111.1738,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2171,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999517","R. Fk. Hobble Ck 0.6 mile BL Kirkman Holllow trailhead (UT15-2017)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999517",1,1,1,0,40.186,-111.44962,40.186,-111.44962,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2172,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999519","Mill Creek at 3270 East near Skyline High School (UT15-2045)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999519",1,1,1,0,40.69382,-111.80116,40.69382,-111.80116,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2173,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999520","Jordan River at 1500 North xing in Lehi (UT15-2034)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999520",1,1,1,0,40.40603,-111.90001,40.40603,-111.90001,16020201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2174,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999521","Trib to N Fk Provo R @wldrnss bndry BL Stewarts Cascade (UT15-2021)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999521",1,1,1,0,40.3866,-111.60282,40.3866,-111.60282,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2175,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999522","Jordan River at Shields Lane xing at approx 9900 South (UT15-2029)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999522",1,1,1,0,40.57185,-111.91575,40.57185,-111.91575,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2176,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999523","Summit Creek AB Tinney Flat Campground (UT15-2023)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999523",1,1,1,0,39.89902,-111.72614,39.89902,-111.72614,16020201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2177,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999524","Spanish Fk R 0.4 mile BL cnflnce w/Diamond Fk @MP 183.8 (UT15-2024)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999524",1,1,1,0,40.02894,-111.51149,40.02894,-111.51149,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2178,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4999525","Spanish Fork River BL Park Drive crossing (UT15-2035)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4999525",1,1,1,0,40.1014,-111.67198,40.1014,-111.67198,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2179,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5900970","CUTLER RES AB DAM 01","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5900970",1,1,1,0,41.83770283,-112.0443916,41.83770283,-112.0443916,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2180,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5900980","CUTLER RES E OF HIGHWAY BRIDGE 02","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5900980",1,1,1,0,41.84353467,-112.0024492,41.84353467,-112.0024492,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2181,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5900990","CUTLER RES AT CNFL / CLAY SLOUGH 03","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5900990",1,1,1,0,41.82493095,-111.9532822,41.82493095,-111.9532822,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2182,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5901000","CUTLER RES BENSION MARINA BRIDGE 04","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5901000",1,1,1,0,41.78715147,-111.9549486,41.78715147,-111.9549486,16010202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2183,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5901670","HYRUM RES AB DAM 01","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5901670",1,1,1,0,41.6254918,-111.8713374,41.6254918,-111.8713374,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2184,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5901680","HYRUM RES MIDLAKE 02","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5901680",1,1,1,0,41.61937587,-111.8593838,41.61937587,-111.8593838,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2185,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5901720","HYRUM RES 06 25M S OF BOAT RAMP","Lake","Duplicate of 5901670","REJECT","QAQC-Duplicate","REJECT",NA,NA,NA,NA,41.6254918,-111.8713374,NA,NA,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2186,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5902750","TONY GROVE LAKE 01","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5902750",1,1,1,0,41.89326097,-111.6428583,41.89326097,-111.6428583,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2187,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5906510","LITTLE CK RES AB DAM 01","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5906510",1,1,1,0,41.67438609,-111.2288124,41.67438609,-111.2288124,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,33,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2188,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5906520","LITTLE CK AB LITTLE CK RES","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5906520",1,1,1,0,41.67744579,-111.2346381,41.67744579,-111.2346381,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,33,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2189,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5906860","WOODRUFF CK RES AB DAM 01","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5906860",1,1,1,0,41.46633432,-111.3196416,41.46633432,-111.3196416,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,33,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2190,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5906890","STREAM AB WOODRUFF CK RES","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5906890",1,1,1,0,41.46077418,-111.342425,41.46077418,-111.342425,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,33,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2191,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5907130","BIRCH CK RES #2 (UPPER) AB DAM 01","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5907130",1,1,1,0,41.50521642,-111.3207554,41.50521642,-111.3207554,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,33,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2192,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5907780","WHITNEY RES AB DAM 01","Lake",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5907780",1,1,1,0,40.83716908,-110.9285123,40.83716908,-110.9285123,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2193,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5907790","STREAM AB WHITNEY RES","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5907790",1,1,1,0,40.83189357,-110.9343413,40.83189357,-110.9343413,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2194,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5907800","W FK BEAR R AB WHITNEY RES","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5907800",1,1,1,0,40.82578285,-110.9293428,40.82578285,-110.9293428,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2195,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5907810","UNNAMED NORTHWEST STREAM ABOVE WHITNEY RESERVOIR","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5907810",1,1,1,0,40.83966661,-110.9321155,40.83966661,-110.9321155,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2196,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910020","LOWER CHARLESTON CANAL AB CNFL / DANIELS CK","Canal Transport",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.46134663,-111.4715707,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2197,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910160","SNAKE CK AB CNFL/PROVO R","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5910160",1,1,1,0,40.482097,-111.470603,40.482097,-111.470603,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2198,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910250","PROVO R HEBER-MIDWAY RD (U-113) XING BL BERKENSHAW POND","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5910250",1,1,1,0,40.50717276,-111.4496313,40.50717276,-111.4496313,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2199,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910273","London Ditch @ 1200 North Heber","Canal Drainage",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.52178496,-111.4160481,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2200,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910280","SPRING CK AT ROAD XING BL WALLSBURG SPRINGS OUTFALL","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,2,40.38634681,-111.4224004,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2201,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910283","Spring Ck source spring near 100 East in Wallsburg","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,2,40.386401,-111.421729,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2202,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910290","SPRING CK AB CNFL / MAIN CK","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5910290",1,1,1,0,40.40413716,-111.458585,40.40413716,-111.458585,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2203,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910302","London Ditch at US 40 Xing","Canal Drainage",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.53625012,-111.4119103,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2204,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910450","SNAKE CK AB WMSP GOLF COURSE NEAR RANGER S HOUSE","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5910450",1,1,1,0,40.54300731,-111.5007446,40.54300731,-111.5007446,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2205,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910617","Main Ck Location 11 at Deer Ck Res high water line","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.411177,-111.482209,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2206,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910619","Main Creek 0.4 mile AB U.S. Highway 189 at driveway bridge","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5910619",1,1,1,0,40.406315,-111.472506,40.406315,-111.472506,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2207,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910620","MAIN CK AB CNFL / SPRING CK","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5910620",1,1,1,0,40.40174729,-111.4592051,40.40174729,-111.4592051,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2208,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910625","Spring Ck Location 6 south of Carlson Lane","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5910625",1,1,1,0,40.40199,-111.450623,40.40199,-111.450623,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2209,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910628","Spring Ck Location 5 at 5520 ft elevation","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5910628",1,1,1,0,40.401431,-111.444181,40.401431,-111.444181,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
2210,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-5910630","Main Ck Location 6 at west end of Mud Lane","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-5910630",1,1,1,0,40.394905,-111.445298,40.394905,-111.445298,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
